""	"Fgutabs"	"k_a"	"k_e"	"V_dist"
1	0.6483	1.2662	0.2776	36.4648
1	0.6443	1.2862	0.2104	35.2648
1	0.6403	1.3062	0.1432	34.0648
1	0.6363	1.3262	0.076	32.8648
1	0.6323	1.3462	0.0312	31.6648
1	0.6283	1.3662	0.0984	30.4648
1	0.6243	1.3862	0.1656	29.2648
1	0.6203	1.4062	0.2328	28.0648
1	0.6163	1.4262	0.3	26.8648
1	0.6123	1.4462	0.2328	25.6648
1	0.6083	1.4662	0.1656	24.4648
1	0.6043	1.4862	0.0984	23.2648
1	0.6003	1.4938	0.0312	22.0648
1	0.6037	1.4738	0.076	20.8648
1	0.6077	1.4538	0.1432	20.3352
1	0.6117	1.4338	0.2104	21.5352
1	0.6157	1.4138	0.2776	22.7352
1	0.6197	1.3938	0.2552	23.9352
1	0.6237	1.3738	0.188	25.1352
1	0.6277	1.3538	0.1208	26.3352
1	0.6317	1.3338	0.0536	27.5352
1	0.6357	1.3138	0.0536	28.7352
1	0.6397	1.2938	0.1208	29.9352
1	0.6437	1.2738	0.188	31.1352
1	0.6477	1.2538	0.2552	32.3352
1	0.6517	1.2338	0.2776	33.5352
1	0.6557	1.2138	0.2104	34.7352
1	0.6597	1.1938	0.1432	35.9352
1	0.6637	1.1738	0.076	37.1352
1	0.6677	1.1538	0.0312	38.3352
1	0.6717	1.1338	0.0984	39.5352
1	0.6757	1.1138	0.1656	40.7352
1	0.6797	1.0938	0.2328	41.9352
1	0.6837	1.0738	0.3	43.1352
1	0.6877	1.0538	0.2328	44.3352
1	0.6917	1.0338	0.1656	45.5352
1	0.6957	1.0138	0.0984	46.7352
1	0.6997	0.9938	0.0312	47.9352
1	0.7037	0.9738	0.076	49.1352
1	0.7077	0.9538	0.1432	50.3352
1	0.7117	0.9338	0.2104	51.5352
1	0.7157	0.9138	0.2776	52.7352
1	0.7197	0.8938	0.2552	53.9352
1	0.7237	0.8738	0.188	55.1352
1	0.7277	0.8538	0.1208	56.3352
1	0.7317	0.8338	0.0536	57.5352
1	0.7357	0.8138	0.0536	58.7352
1	0.7397	0.7938	0.1208	59.9352
1	0.7437	0.7738	0.188	58.8648
1	0.7477	0.7538	0.2552	57.6648
1	0.7517	0.7338	0.2776	56.4648
1	0.7557	0.7138	0.2104	55.2648
1	0.7597	0.6938	0.1432	54.0648
1	0.7637	0.6738	0.076	52.8648
1	0.7677	0.6538	0.0312	51.6648
1	0.7717	0.6338	0.0984	50.4648
1	0.7757	0.6138	0.1656	49.2648
1	0.7797	0.5938	0.2328	48.0648
1	0.7837	0.5738	0.3	46.8648
1	0.7877	0.5538	0.2328	45.6648
1	0.7917	0.5338	0.1656	44.4648
1	0.7957	0.5138	0.0984	43.2648
1	0.7997	0.5062	0.0312	42.0648
1	0.8037	0.5262	0.076	40.8648
1	0.8077	0.5462	0.1432	39.6648
1	0.8926	1.1401	0.2604	26.5204
1	0.8886	1.1601	0.252	23.0796
1	0.8846	1.1801	0.2436	32.6796
1	0.8806	1.2001	0.2352	42.2796
1	0.8766	1.2201	0.2268	51.8796
1	0.8726	1.2401	0.2184	58.5204
1	0.8686	1.2601	0.21	48.9204
1	0.8646	1.2801	0.2016	39.3204
1	0.8606	1.3001	0.1932	29.7204
1	0.8566	1.3201	0.1848	20.1204
1	0.8526	1.3401	0.1764	29.4796
1	0.8486	1.3601	0.168	39.0796
1	0.8446	1.3801	0.1596	48.6796
1	0.8406	1.4001	0.1512	58.2796
1	0.8366	1.4201	0.1428	52.1204
1	0.8326	1.4401	0.1344	42.5204
1	0.8286	1.4601	0.126	32.9204
1	0.8246	1.4801	0.1176	23.3204
1	0.8206	1.4999	0.1092	26.2796
1	0.8166	1.4799	0.1008	35.8796
1	0.8126	1.4599	0.0924	45.4796
1	0.8086	1.4399	0.084	55.0796
1	0.8046	1.4199	0.0756	55.3204
1	0.8006	1.3999	0.0672	45.7204
1	0.7966	1.3799	0.0588	36.1204
1	0.7926	1.3599	0.0504	26.5204
1	0.7886	1.3399	0.042	23.0796
1	0.7846	1.3199	0.0336	32.6796
1	0.7806	1.2999	0.0252	42.2796
1	0.7766	1.2799	0.0232	51.8796
1	0.7726	1.2599	0.0316	58.5204
1	0.7686	1.2399	0.04	48.9204
1	0.7646	1.2199	0.0484	39.3204
1	0.7606	1.1999	0.0568	29.7204
1	0.7566	1.1799	0.0652	20.1204
1	0.7526	1.1599	0.0736	29.4796
1	0.7486	1.1399	0.082	39.0796
1	0.7446	1.1199	0.0904	48.6796
1	0.7406	1.0999	0.0988	58.2796
1	0.7366	1.0799	0.1072	52.1204
1	0.7326	1.0599	0.1156	42.5204
1	0.7286	1.0399	0.124	32.9204
1	0.7246	1.0199	0.1324	23.3204
1	0.7206	0.9999	0.1408	26.2796
1	0.7166	0.9799	0.1492	35.8796
1	0.7126	0.9599	0.1576	45.4796
1	0.7086	0.9399	0.166	55.0796
1	0.7046	0.9199	0.1744	55.3204
1	0.7006	0.8999	0.1828	45.7204
1	0.6966	0.8799	0.1912	36.1204
1	0.6926	0.8599	0.1996	26.5204
1	0.6886	0.8399	0.208	23.0796
1	0.6846	0.8199	0.2164	32.6796
1	0.6806	0.7999	0.2248	42.2796
1	0.6766	0.7799	0.2332	51.8796
1	0.6726	0.7599	0.2416	58.5204
1	0.6686	0.7399	0.25	48.9204
1	0.6646	0.7199	0.2584	39.3204
1	0.6606	0.6999	0.2668	29.7204
1	0.6566	0.6799	0.2752	20.1204
1	0.6526	0.6599	0.2836	29.4796
1	0.6486	0.6399	0.292	39.0796
1	0.6446	0.6199	0.2996	48.6796
1	0.6406	0.5999	0.2912	58.2796
1	0.6366	0.5799	0.2828	52.1204
1	0.6326	0.5599	0.2744	42.5204
1	0.6286	0.5399	0.266	32.9204
1	0.6246	0.5199	0.2576	23.3204
1	0.6206	0.5001	0.2492	26.2796
1	0.6166	0.5201	0.2408	35.8796
1	0.6126	0.5401	0.2324	45.4796
1	0.6086	0.5601	0.224	55.0796
1	0.6046	0.5801	0.2156	55.3204
1	0.6006	0.6001	0.2072	45.7204
1	0.6034	0.6201	0.1988	36.1204
1	0.6074	0.6401	0.1904	26.5204
1	0.6114	0.6601	0.182	23.0796
1	0.6154	0.6801	0.1736	32.6796
1	0.6194	0.7001	0.1652	42.2796
1	0.6234	0.7201	0.1568	51.8796
1	0.6274	0.7401	0.1484	58.5204
1	0.6314	0.7601	0.14	48.9204
1	0.6354	0.7801	0.1316	39.3204
1	0.6394	0.8001	0.1232	29.7204
1	0.6434	0.8201	0.1148	20.1204
1	0.6474	0.8401	0.1064	29.4796
1	0.6514	0.8601	0.098	39.0796
1	0.6554	0.8801	0.0896	48.6796
1	0.6594	0.9001	0.0812	58.2796
1	0.6634	0.9201	0.0728	52.1204
1	0.6674	0.9401	0.0644	42.5204
1	0.6714	0.9601	0.056	32.9204
1	0.6754	0.9801	0.0476	23.3204
1	0.6794	1.0001	0.0392	26.2796
1	0.6834	1.0201	0.0308	35.8796
1	0.6874	1.0401	0.0224	45.4796
1	0.6914	1.0601	0.026	55.0796
1	0.6954	1.0801	0.0344	55.3204
1	0.6994	1.1001	0.0428	45.7204
1	0.7034	1.1201	0.0512	36.1204
1	0.7074	1.1401	0.0596	26.5204
1	0.7114	1.1601	0.068	23.0796
1	0.7154	1.1801	0.0764	32.6796
1	0.7194	1.2001	0.0848	42.2796
1	0.7234	1.2201	0.0932	51.8796
1	0.7274	1.2401	0.1016	58.5204
1	0.7314	1.2601	0.11	48.9204
1	0.7354	1.2801	0.1184	39.3204
1	0.7394	1.3001	0.1268	29.7204
1	0.7434	1.3201	0.1352	20.1204
1	0.7474	1.3401	0.1436	29.4796
1	0.7514	1.3601	0.152	39.0796
1	0.7554	1.3801	0.1604	48.6796
1	0.7594	1.4001	0.1688	58.2796
1	0.7634	1.4201	0.1772	52.1204
1	0.7674	1.4401	0.1856	42.5204
1	0.7714	1.4601	0.194	32.9204
1	0.7754	1.4801	0.2024	23.3204
1	0.7794	1.4999	0.2108	26.2796
1	0.7834	1.4799	0.2192	35.8796
1	0.7874	1.4599	0.2276	45.4796
1	0.7914	1.4399	0.236	55.0796
1	0.7954	1.4199	0.2444	55.3204
1	0.7994	1.3999	0.2528	45.7204
1	0.8034	1.3799	0.2612	36.1204
1	0.8074	1.3599	0.2696	26.5204
1	0.8114	1.3399	0.278	23.0796
1	0.8154	1.3199	0.2864	32.6796
1	0.8194	1.2999	0.2948	42.2796
1	0.8234	1.2799	0.2968	51.8796
1	0.8274	1.2599	0.2884	58.5204
1	0.8314	1.2399	0.28	48.9204
1	0.8354	1.2199	0.2716	39.3204
1	0.8394	1.1999	0.2632	29.7204
1	0.8434	1.1799	0.2548	20.1204
1	0.8474	1.1599	0.2464	29.4796
1	0.8514	1.1399	0.238	39.0796
1	0.8554	1.1199	0.2296	48.6796
1	0.8594	1.0999	0.2212	58.2796
1	0.8634	1.0799	0.2128	52.1204
1	0.8674	1.0599	0.2044	42.5204
1	0.8714	1.0399	0.196	32.9204
1	0.8754	1.0199	0.1876	23.3204
1	0.8794	0.9999	0.1792	26.2796
1	0.8834	0.9799	0.1708	35.8796
1	0.8874	0.9599	0.1624	45.4796
1	0.8914	0.9399	0.154	55.0796
1	0.8954	0.9199	0.1456	55.3204
1	0.8994	0.8999	0.1372	45.7204
1	0.9034	0.8799	0.1288	36.1204
1	0.9074	0.8599	0.1204	26.5204
1	0.9114	0.8399	0.112	23.0796
1	0.9154	0.8199	0.1036	32.6796
1	0.9194	0.7999	0.0952	42.2796
1	0.9234	0.7799	0.0868	51.8796
1	0.9274	0.7599	0.0784	58.5204
1	0.9314	0.7399	0.07	48.9204
1	0.9354	0.7199	0.0616	39.3204
1	0.9394	0.6999	0.0532	29.7204
1	0.9434	0.6799	0.0448	20.1204
1	0.9474	0.6599	0.0364	29.4796
1	0.9514	0.6399	0.028	39.0796
1	0.9554	0.6199	0.0204	48.6796
1	0.9594	0.5999	0.0288	58.2796
1	0.9634	0.5799	0.0372	52.1204
1	0.9674	0.5599	0.0456	42.5204
1	0.9714	0.5399	0.054	32.9204
1	0.9754	0.5199	0.0624	23.3204
1	0.9794	0.5001	0.0708	26.2796
1	0.9834	0.5201	0.0792	35.8796
1	0.9874	0.5401	0.0876	45.4796
1	0.9914	0.5601	0.096	55.0796
1	0.9954	0.5801	0.1044	55.3204
1	0.9994	0.6001	0.1128	45.7204
1	0.9966	0.6201	0.1212	36.1204
1	0.9926	0.6401	0.1296	26.5204
1	0.9886	0.6601	0.138	23.0796
1	0.9846	0.6801	0.1464	32.6796
1	0.9806	0.7001	0.1548	42.2796
1	0.9766	0.7201	0.1632	51.8796
1	0.9726	0.7401	0.1716	58.5204
1	0.9686	0.7601	0.18	48.9204
1	0.9646	0.7801	0.1884	39.3204
1	0.9606	0.8001	0.1968	29.7204
1	0.9566	0.8201	0.2052	20.1204
1	0.9526	0.8401	0.2136	29.4796
1	0.9486	0.8601	0.222	39.0796
1	0.9446	0.8801	0.2304	48.6796
1	0.9406	0.9001	0.2388	58.2796
1	0.9366	0.9201	0.2472	52.1204
1	0.9326	0.9401	0.2556	42.5204
1	0.9286	0.9601	0.264	32.9204
1	0.9246	0.9801	0.2724	23.3204
1	0.9206	1.0001	0.2808	26.2796
1	0.9166	1.0201	0.2892	35.8796
1	0.9126	1.0401	0.2976	45.4796
1	0.9086	1.0601	0.294	55.0796
1	0.9046	1.0801	0.2856	55.3204
1	0.9006	1.1001	0.2772	45.7204
1	0.8966	1.1201	0.2688	36.1204
1	0.7411	1.0562	0.2399	36.4584
1	0.8371	1.0462	0.2455	35.2584
1	0.9331	1.0362	0.2511	34.0584
1	0.9709	1.0262	0.2567	32.8584
1	0.8749	1.0162	0.2623	31.6584
1	0.7789	1.0062	0.2679	30.4584
1	0.6829	0.9962	0.2735	29.2584
1	0.6131	0.9862	0.2791	28.0584
1	0.7091	0.9762	0.2847	26.8584
1	0.8051	0.9662	0.2903	25.6584
1	0.9011	0.9562	0.2959	24.4584
1	0.9971	0.9462	0.2985	23.2584
1	0.9069	0.9362	0.2929	22.0584
1	0.8109	0.9262	0.2873	20.8584
1	0.7149	0.9162	0.2817	20.3416
1	0.6189	0.9062	0.2761	21.5416
1	0.6771	0.8962	0.2705	22.7416
1	0.7731	0.8862	0.2649	23.9416
1	0.8691	0.8762	0.2593	25.1416
1	0.9651	0.8662	0.2537	26.3416
1	0.9389	0.8562	0.2481	27.5416
1	0.8429	0.8462	0.2425	28.7416
1	0.7469	0.8362	0.2369	29.9416
1	0.6509	0.8262	0.2313	31.1416
1	0.6451	0.8162	0.2257	32.3416
1	0.7411	0.8062	0.2201	33.5416
1	0.8371	0.7962	0.2145	34.7416
1	0.9331	0.7862	0.2089	35.9416
1	0.9709	0.7762	0.2033	37.1416
1	0.8749	0.7662	0.1977	38.3416
1	0.7789	0.7562	0.1921	39.5416
1	0.6829	0.7462	0.1865	40.7416
1	0.6131	0.7362	0.1809	41.9416
1	0.7091	0.7262	0.1753	43.1416
1	0.8051	0.7162	0.1697	44.3416
1	0.9011	0.7062	0.1641	45.5416
1	0.9971	0.6962	0.1585	46.7416
1	0.9069	0.6862	0.1529	47.9416
1	0.8109	0.6762	0.1473	49.1416
1	0.7149	0.6662	0.1417	50.3416
1	0.6189	0.6562	0.1361	51.5416
1	0.6771	0.6462	0.1305	52.7416
1	0.7731	0.6362	0.1249	53.9416
1	0.8691	0.6262	0.1193	55.1416
1	0.9651	0.6162	0.1137	56.3416
1	0.9389	0.6062	0.1081	57.5416
1	0.8429	0.5962	0.1025	58.7416
1	0.7469	0.5862	0.0969	59.9416
1	0.6509	0.5762	0.0913	58.8584
1	0.6451	0.5662	0.0857	57.6584
1	0.7411	0.5562	0.0801	56.4584
1	0.8371	0.5462	0.0745	55.2584
1	0.9331	0.5362	0.0689	54.0584
1	0.9709	0.5262	0.0633	52.8584
1	0.8749	0.5162	0.0577	51.6584
1	0.7789	0.5062	0.0521	50.4584
1	0.6829	0.5038	0.0465	49.2584
1	0.6131	0.5138	0.0409	48.0584
1	0.7091	0.5238	0.0353	46.8584
1	0.8051	0.5338	0.0297	45.6584
1	0.9011	0.5438	0.0241	44.4584
1	0.9971	0.5538	0.0215	43.2584
1	0.9069	0.5638	0.0271	42.0584
1	0.8109	0.5738	0.0327	40.8584
1	0.7149	0.5838	0.0383	39.6584
1	0.6189	0.5938	0.0439	38.4584
1	0.6771	0.6038	0.0495	37.2584
1	0.7731	0.6138	0.0551	36.0584
1	0.8691	0.6238	0.0607	34.8584
1	0.9651	0.6338	0.0663	33.6584
1	0.9389	0.6438	0.0719	32.4584
1	0.8429	0.6538	0.0775	31.2584
1	0.7469	0.6638	0.0831	30.0584
1	0.6509	0.6738	0.0887	28.8584
1	0.6451	0.6838	0.0943	27.6584
1	0.7411	0.6938	0.0999	26.4584
1	0.8371	0.7038	0.1055	25.2584
1	0.9331	0.7138	0.1111	24.0584
1	0.9709	0.7238	0.1167	22.8584
1	0.8749	0.7338	0.1223	21.6584
1	0.7789	0.7438	0.1279	20.4584
1	0.6829	0.7538	0.1335	20.7416
1	0.6131	0.7638	0.1391	21.9416
1	0.7091	0.7738	0.1447	23.1416
1	0.8051	0.7838	0.1503	24.3416
1	0.9011	0.7938	0.1559	25.5416
1	0.9971	0.8038	0.1615	26.7416
1	0.9069	0.8138	0.1671	27.9416
1	0.8109	0.8238	0.1727	29.1416
1	0.7149	0.8338	0.1783	30.3416
1	0.6189	0.8438	0.1839	31.5416
1	0.6771	0.8538	0.1895	32.7416
1	0.7731	0.8638	0.1951	33.9416
1	0.8691	0.8738	0.2007	35.1416
1	0.9651	0.8838	0.2063	36.3416
1	0.9389	0.8938	0.2119	37.5416
1	0.8429	0.9038	0.2175	38.7416
1	0.7469	0.9138	0.2231	39.9416
1	0.6509	0.9238	0.2287	41.1416
1	0.6451	0.9338	0.2343	42.3416
1	0.7411	0.9438	0.2399	43.5416
1	0.8371	0.9538	0.2455	44.7416
1	0.9331	0.9638	0.2511	45.9416
1	0.9709	0.9738	0.2567	47.1416
1	0.8749	0.9838	0.2623	48.3416
1	0.7789	0.9938	0.2679	49.5416
1	0.6829	1.0038	0.2735	50.7416
1	0.6131	1.0138	0.2791	51.9416
1	0.7091	1.0238	0.2847	53.1416
1	0.8051	1.0338	0.2903	54.3416
1	0.9011	1.0438	0.2959	55.5416
1	0.9971	1.0538	0.2985	56.7416
1	0.9069	1.0638	0.2929	57.9416
1	0.8109	1.0738	0.2873	59.1416
1	0.7149	1.0838	0.2817	59.6584
1	0.6189	1.0938	0.2761	58.4584
1	0.6771	1.1038	0.2705	57.2584
1	0.7731	1.1138	0.2649	56.0584
1	0.8691	1.1238	0.2593	54.8584
1	0.9651	1.1338	0.2537	53.6584
1	0.9389	1.1438	0.2481	52.4584
1	0.8429	1.1538	0.2425	51.2584
1	0.7469	1.1638	0.2369	50.0584
1	0.6509	1.1738	0.2313	48.8584
1	0.6451	1.1838	0.2257	47.6584
1	0.7411	1.1938	0.2201	46.4584
1	0.8371	1.2038	0.2145	45.2584
1	0.9331	1.2138	0.2089	44.0584
1	0.9709	1.2238	0.2033	42.8584
1	0.8749	1.2338	0.1977	41.6584
1	0.7789	1.2438	0.1921	40.4584
1	0.6829	1.2538	0.1865	39.2584
1	0.6131	1.2638	0.1809	38.0584
1	0.7091	1.2738	0.1753	36.8584
1	0.8051	1.2838	0.1697	35.6584
1	0.9011	1.2938	0.1641	34.4584
1	0.9971	1.3038	0.1585	33.2584
1	0.9069	1.3138	0.1529	32.0584
1	0.8109	1.3238	0.1473	30.8584
1	0.7149	1.3338	0.1417	29.6584
1	0.6189	1.3438	0.1361	28.4584
1	0.6771	1.3538	0.1305	27.2584
1	0.7731	1.3638	0.1249	26.0584
1	0.8691	1.3738	0.1193	24.8584
1	0.9651	1.3838	0.1137	23.6584
1	0.9389	1.3938	0.1081	22.4584
1	0.8429	1.4038	0.1025	21.2584
1	0.7469	1.4138	0.0969	20.0584
1	0.6509	1.4238	0.0913	21.1416
1	0.6451	1.4338	0.0857	22.3416
1	0.7411	1.4438	0.0801	23.5416
1	0.8371	1.4538	0.0745	24.7416
1	0.9331	1.4638	0.0689	25.9416
1	0.9709	1.4738	0.0633	27.1416
1	0.8749	1.4838	0.0577	28.3416
1	0.7789	1.4938	0.0521	29.5416
1	0.6829	1.4962	0.0465	30.7416
1	0.6131	1.4862	0.0409	31.9416
1	0.7091	1.4762	0.0353	33.1416
1	0.8051	1.4662	0.0297	34.3416
1	0.9011	1.4562	0.0241	35.5416
1	0.9971	1.4462	0.0215	36.7416
1	0.9069	1.4362	0.0271	37.9416
1	0.8109	1.4262	0.0327	39.1416
1	0.7149	1.4162	0.0383	40.3416
1	0.6189	1.4062	0.0439	41.5416
1	0.6771	1.3962	0.0495	42.7416
1	0.7731	1.3862	0.0551	43.9416
1	0.8691	1.3762	0.0607	45.1416
1	0.9651	1.3662	0.0663	46.3416
1	0.9389	1.3562	0.0719	47.5416
1	0.8429	1.3462	0.0775	48.7416
1	0.7469	1.3362	0.0831	49.9416
1	0.6509	1.3262	0.0887	51.1416
1	0.6451	1.3162	0.0943	52.3416
1	0.7411	1.3062	0.0999	53.5416
1	0.8371	1.2962	0.1055	54.7416
1	0.9331	1.2862	0.1111	55.9416
1	0.9709	1.2762	0.1167	57.1416
1	0.8749	1.2662	0.1223	58.3416
1	0.7789	1.2562	0.1279	59.5416
1	0.6829	1.2462	0.1335	59.2584
1	0.6131	1.2362	0.1391	58.0584
1	0.7091	1.2262	0.1447	56.8584
1	0.8051	1.2162	0.1503	55.6584
1	0.9011	1.2062	0.1559	54.4584
1	0.9971	1.1962	0.1615	53.2584
1	0.9069	1.1862	0.1671	52.0584
1	0.8109	1.1762	0.1727	50.8584
1	0.7149	1.1662	0.1783	49.6584
1	0.6189	1.1562	0.1839	48.4584
1	0.6771	1.1462	0.1895	47.2584
1	0.7731	1.1362	0.1951	46.0584
1	0.8691	1.1262	0.2007	44.8584
1	0.9651	1.1162	0.2063	43.6584
1	0.9389	1.1062	0.2119	42.4584
1	0.8429	1.0962	0.2175	41.2584
1	0.7469	1.0862	0.2231	40.0584
1	0.6509	1.0762	0.2287	38.8584
1	0.6451	1.0662	0.2343	37.6584
1	0.9569	0.7972	0.2219	55.1303
1	0.9609	1.0372	0.2163	53.9303
1	0.9649	1.2772	0.2107	52.7303
1	0.9689	1.4828	0.2051	51.5303
1	0.9729	1.2428	0.1995	50.3303
1	0.9769	1.0028	0.1939	49.1303
1	0.9809	0.7628	0.1883	47.9303
1	0.9849	0.5228	0.1827	46.7303
1	0.9889	0.7172	0.1771	45.5303
1	0.9929	0.9572	0.1715	44.3303
1	0.9969	1.1972	0.1659	43.1303
1	0.9991	1.4372	0.1603	41.9303
1	0.9951	1.3228	0.1547	40.7303
1	0.9911	1.0828	0.1491	39.5303
1	0.9871	0.8428	0.1435	38.3303
1	0.9831	0.6028	0.1379	37.1303
1	0.9791	0.6372	0.1323	35.9303
1	0.9751	0.8772	0.1267	34.7303
1	0.9711	1.1172	0.1211	33.5303
1	0.9671	1.3572	0.1155	32.3303
1	0.9631	1.4028	0.1099	31.1303
1	0.9591	1.1628	0.1043	29.9303
1	0.9551	0.9228	0.0987	28.7303
1	0.9511	0.6828	0.0931	27.5303
1	0.9471	0.5572	0.0875	26.3303
1	0.9431	0.7972	0.0819	25.1303
1	0.9391	1.0372	0.0763	23.9303
1	0.9351	1.2772	0.0707	22.7303
1	0.9311	1.4828	0.0651	21.5303
1	0.9271	1.2428	0.0595	20.3303
1	0.9231	1.0028	0.0539	20.8697
1	0.9191	0.7628	0.0483	22.0697
1	0.9151	0.5228	0.0427	23.2697
1	0.9111	0.7172	0.0371	24.4697
1	0.9071	0.9572	0.0315	25.6697
1	0.9031	1.1972	0.0259	26.8697
1	0.8991	1.4372	0.0203	28.0697
1	0.8951	1.3228	0.0253	29.2697
1	0.8911	1.0828	0.0309	30.4697
1	0.8871	0.8428	0.0365	31.6697
1	0.8831	0.6028	0.0421	32.8697
1	0.8791	0.6372	0.0477	34.0697
1	0.8751	0.8772	0.0533	35.2697
1	0.8711	1.1172	0.0589	36.4697
1	0.8671	1.3572	0.0645	37.6697
1	0.8631	1.4028	0.0701	38.8697
1	0.8591	1.1628	0.0757	40.0697
1	0.8551	0.9228	0.0813	41.2697
1	0.8511	0.6828	0.0869	42.4697
1	0.8471	0.5572	0.0925	43.6697
1	0.8431	0.7972	0.0981	44.8697
1	0.8391	1.0372	0.1037	46.0697
1	0.8351	1.2772	0.1093	47.2697
1	0.8311	1.4828	0.1149	48.4697
1	0.8271	1.2428	0.1205	49.6697
1	0.8231	1.0028	0.1261	50.8697
1	0.8191	0.7628	0.1317	52.0697
1	0.8151	0.5228	0.1373	53.2697
1	0.8111	0.7172	0.1429	54.4697
1	0.8071	0.9572	0.1485	55.6697
1	0.8031	1.1972	0.1541	56.8697
1	0.7991	1.4372	0.1597	58.0697
1	0.7951	1.3228	0.1653	59.2697
1	0.7911	1.0828	0.1709	59.5303
1	0.7871	0.8428	0.1765	58.3303
1	0.7831	0.6028	0.1821	57.1303
1	0.7791	0.6372	0.1877	55.9303
1	0.7751	0.8772	0.1933	54.7303
1	0.7711	1.1172	0.1989	53.5303
1	0.7671	1.3572	0.2045	52.3303
1	0.7631	1.4028	0.2101	51.1303
1	0.7591	1.1628	0.2157	49.9303
1	0.7551	0.9228	0.2213	48.7303
1	0.7511	0.6828	0.2269	47.5303
1	0.7471	0.5572	0.2325	46.3303
1	0.7431	0.7972	0.2381	45.1303
1	0.7391	1.0372	0.2437	43.9303
1	0.7351	1.2772	0.2493	42.7303
1	0.7311	1.4828	0.2549	41.5303
1	0.7271	1.2428	0.2605	40.3303
1	0.7231	1.0028	0.2661	39.1303
1	0.7191	0.7628	0.2717	37.9303
1	0.7151	0.5228	0.2773	36.7303
1	0.7111	0.7172	0.2829	35.5303
1	0.7071	0.9572	0.2885	34.3303
1	0.7031	1.1972	0.2941	33.1303
1	0.6991	1.4372	0.2997	31.9303
1	0.6951	1.3228	0.2947	30.7303
1	0.6911	1.0828	0.2891	29.5303
1	0.6871	0.8428	0.2835	28.3303
1	0.6831	0.6028	0.2779	27.1303
1	0.6791	0.6372	0.2723	25.9303
1	0.6751	0.8772	0.2667	24.7303
1	0.6711	1.1172	0.2611	23.5303
1	0.6671	1.3572	0.2555	22.3303
1	0.6631	1.4028	0.2499	21.1303
1	0.6591	1.1628	0.2443	20.0697
1	0.6551	0.9228	0.2387	21.2697
1	0.6511	0.6828	0.2331	22.4697
1	0.6471	0.5572	0.2275	23.6697
1	0.6431	0.7972	0.2219	24.8697
1	0.6391	1.0372	0.2163	26.0697
1	0.6351	1.2772	0.2107	27.2697
1	0.6311	1.4828	0.2051	28.4697
1	0.6271	1.2428	0.1995	29.6697
1	0.6231	1.0028	0.1939	30.8697
1	0.6191	0.7628	0.1883	32.0697
1	0.6151	0.5228	0.1827	33.2697
1	0.6111	0.7172	0.1771	34.4697
1	0.6071	0.9572	0.1715	35.6697
1	0.6031	1.1972	0.1659	36.8697
1	0.6009	1.4372	0.1603	38.0697
1	0.6049	1.3228	0.1547	39.2697
1	0.6089	1.0828	0.1491	40.4697
1	0.6129	0.8428	0.1435	41.6697
1	0.6169	0.6028	0.1379	42.8697
1	0.6209	0.6372	0.1323	44.0697
1	0.6249	0.8772	0.1267	45.2697
1	0.6289	1.1172	0.1211	46.4697
1	0.6329	1.3572	0.1155	47.6697
1	0.6369	1.4028	0.1099	48.8697
1	0.6409	1.1628	0.1043	50.0697
1	0.6449	0.9228	0.0987	51.2697
1	0.6489	0.6828	0.0931	52.4697
1	0.6529	0.5572	0.0875	53.6697
1	0.6569	0.7972	0.0819	54.8697
1	0.6609	1.0372	0.0763	56.0697
1	0.6649	1.2772	0.0707	57.2697
1	0.6689	1.4828	0.0651	58.4697
1	0.6729	1.2428	0.0595	59.6697
1	0.6769	1.0028	0.0539	59.1303
1	0.6809	0.7628	0.0483	57.9303
1	0.6849	0.5228	0.0427	56.7303
1	0.6889	0.7172	0.0371	55.5303
1	0.6929	0.9572	0.0315	54.3303
1	0.6969	1.1972	0.0259	53.1303
1	0.7009	1.4372	0.0203	51.9303
1	0.7049	1.3228	0.0253	50.7303
1	0.7089	1.0828	0.0309	49.5303
1	0.7129	0.8428	0.0365	48.3303
1	0.7169	0.6028	0.0421	47.1303
1	0.7209	0.6372	0.0477	45.9303
1	0.7249	0.8772	0.0533	44.7303
1	0.7289	1.1172	0.0589	43.5303
1	0.7329	1.3572	0.0645	42.3303
1	0.7369	1.4028	0.0701	41.1303
1	0.7409	1.1628	0.0757	39.9303
1	0.7449	0.9228	0.0813	38.7303
1	0.7489	0.6828	0.0869	37.5303
1	0.7529	0.5572	0.0925	36.3303
1	0.7569	0.7972	0.0981	35.1303
1	0.7609	1.0372	0.1037	33.9303
1	0.7649	1.2772	0.1093	32.7303
1	0.7689	1.4828	0.1149	31.5303
1	0.7729	1.2428	0.1205	30.3303
1	0.7769	1.0028	0.1261	29.1303
1	0.7809	0.7628	0.1317	27.9303
1	0.7849	0.5228	0.1373	26.7303
1	0.7889	0.7172	0.1429	25.5303
1	0.7929	0.9572	0.1485	24.3303
1	0.7969	1.1972	0.1541	23.1303
1	0.8009	1.4372	0.1597	21.9303
1	0.8049	1.3228	0.1653	20.7303
1	0.8089	1.0828	0.1709	20.4697
1	0.8129	0.8428	0.1765	21.6697
1	0.8169	0.6028	0.1821	22.8697
1	0.8209	0.6372	0.1877	24.0697
1	0.8249	0.8772	0.1933	25.2697
1	0.8289	1.1172	0.1989	26.4697
1	0.8329	1.3572	0.2045	27.6697
1	0.8369	1.4028	0.2101	28.8697
1	0.8409	1.1628	0.2157	30.0697
